mes,Value,Syear,station,metric
Dec,57,2010,TATEYAMA,Monthly mean percentage of possible sunshine
Jan,71,2011,TATEYAMA,Monthly mean percentage of possible sunshine
Feb,43,2011,TATEYAMA,Monthly mean percentage of possible sunshine
Mar,57,2011,TATEYAMA,Monthly mean percentage of possible sunshine
Apr,59,2011,TATEYAMA,Monthly mean percentage of possible sunshine
May,38,2011,TATEYAMA,Monthly mean percentage of possible sunshine
Jun,26,2011,TATEYAMA,Monthly mean percentage of possible sunshine
Jul,44,2011,TATEYAMA,Monthly mean percentage of possible sunshine
Aug,56,2011,TATEYAMA,Monthly mean percentage of possible sunshine
Sep,56,2011,TATEYAMA,Monthly mean percentage of possible sunshine
Oct,40,2011,TATEYAMA,Monthly mean percentage of possible sunshine
Nov,42,2011,TATEYAMA,Monthly mean percentage of possible sunshine
Dec,53,2011,TATEYAMA,Monthly mean percentage of possible sunshine
Jan,47,2012,TATEYAMA,Monthly mean percentage of possible sunshine
Feb,39,2012,TATEYAMA,Monthly mean percentage of possible sunshine
Mar,42,2012,TATEYAMA,Monthly mean percentage of possible sunshine
Apr,44,2012,TATEYAMA,Monthly mean percentage of possible sunshine
May,49,2012,TATEYAMA,Monthly mean percentage of possible sunshine
Jun,29,2012,TATEYAMA,Monthly mean percentage of possible sunshine
Jul,45,2012,TATEYAMA,Monthly mean percentage of possible sunshine
Aug,62,2012,TATEYAMA,Monthly mean percentage of possible sunshine
Sep,51,2012,TATEYAMA,Monthly mean percentage of possible sunshine
Oct,47,2012,TATEYAMA,Monthly mean percentage of possible sunshine
Nov,50,2012,TATEYAMA,Monthly mean percentage of possible sunshine
Dec,54,2012,TATEYAMA,Monthly mean percentage of possible sunshine
Jan,66,2013,TATEYAMA,Monthly mean percentage of possible sunshine
Feb,44,2013,TATEYAMA,Monthly mean percentage of possible sunshine
Mar,51,2013,TATEYAMA,Monthly mean percentage of possible sunshine
Apr,52,2013,TATEYAMA,Monthly mean percentage of possible sunshine
May,51,2013,TATEYAMA,Monthly mean percentage of possible sunshine
Jun,26,2013,TATEYAMA,Monthly mean percentage of possible sunshine
Jul,43,2013,TATEYAMA,Monthly mean percentage of possible sunshine
Aug,61,2013,TATEYAMA,Monthly mean percentage of possible sunshine
Sep,50,2013,TATEYAMA,Monthly mean percentage of possible sunshine
Oct,37,2013,TATEYAMA,Monthly mean percentage of possible sunshine
Nov,56,2013,TATEYAMA,Monthly mean percentage of possible sunshine
Dec,60,2013,TATEYAMA,Monthly mean percentage of possible sunshine
Jan,68,2014,TATEYAMA,Monthly mean percentage of possible sunshine
Feb,39,2014,TATEYAMA,Monthly mean percentage of possible sunshine
Mar,48,2014,TATEYAMA,Monthly mean percentage of possible sunshine
Apr,49,2014,TATEYAMA,Monthly mean percentage of possible sunshine
May,58,2014,TATEYAMA,Monthly mean percentage of possible sunshine
Jun,37,2014,TATEYAMA,Monthly mean percentage of possible sunshine
Jul,46,2014,TATEYAMA,Monthly mean percentage of possible sunshine
Aug,51,2014,TATEYAMA,Monthly mean percentage of possible sunshine
Sep,48,2014,TATEYAMA,Monthly mean percentage of possible sunshine
Oct,40,2014,TATEYAMA,Monthly mean percentage of possible sunshine
Nov,44,2014,TATEYAMA,Monthly mean percentage of possible sunshine
Dec,64,2014,TATEYAMA,Monthly mean percentage of possible sunshine
Jan,55,2015,TATEYAMA,Monthly mean percentage of possible sunshine
Feb,55,2015,TATEYAMA,Monthly mean percentage of possible sunshine
Mar,54,2015,TATEYAMA,Monthly mean percentage of possible sunshine
Apr,33,2015,TATEYAMA,Monthly mean percentage of possible sunshine
May,41,2015,TATEYAMA,Monthly mean percentage of possible sunshine
Jun,31,2015,TATEYAMA,Monthly mean percentage of possible sunshine
Jul,47,2015,TATEYAMA,Monthly mean percentage of possible sunshine
Aug,47,2015,TATEYAMA,Monthly mean percentage of possible sunshine
Sep,35,2015,TATEYAMA,Monthly mean percentage of possible sunshine
Oct,53,2015,TATEYAMA,Monthly mean percentage of possible sunshine
Nov,40,2015,TATEYAMA,Monthly mean percentage of possible sunshine
Dec,48,2015,TATEYAMA,Monthly mean percentage of possible sunshine
Jan,158.8,2009,TATEYAMA,Monthly total of  sunshine duration
Feb,126.2,2009,TATEYAMA,Monthly total of  sunshine duration
Mar,161.7,2009,TATEYAMA,Monthly total of  sunshine duration
Apr,211.6,2009,TATEYAMA,Monthly total of  sunshine duration
May,164.7,2009,TATEYAMA,Monthly total of  sunshine duration
Jun,105.4,2009,TATEYAMA,Monthly total of  sunshine duration
Jul,126.3,2009,TATEYAMA,Monthly total of  sunshine duration
Aug,202.3,2009,TATEYAMA,Monthly total of  sunshine duration
Sep,161.2,2009,TATEYAMA,Monthly total of  sunshine duration
Oct,149.4,2009,TATEYAMA,Monthly total of  sunshine duration
Nov,116.9,2009,TATEYAMA,Monthly total of  sunshine duration
Dec,169.1,2009,TATEYAMA,Monthly total of  sunshine duration
Jan,197.6,2010,TATEYAMA,Monthly total of  sunshine duration
Feb,110.5,2010,TATEYAMA,Monthly total of  sunshine duration
Mar,130.1,2010,TATEYAMA,Monthly total of  sunshine duration
Apr,124.9,2010,TATEYAMA,Monthly total of  sunshine duration
May,201.2,2010,TATEYAMA,Monthly total of  sunshine duration
Jun,158.8,2010,TATEYAMA,Monthly total of  sunshine duration
Jul,225.2,2010,TATEYAMA,Monthly total of  sunshine duration
Aug,275.2,2010,TATEYAMA,Monthly total of  sunshine duration
Sep,197.9,2010,TATEYAMA,Monthly total of  sunshine duration
Oct,90.1,2010,TATEYAMA,Monthly total of  sunshine duration
Nov,142,2010,TATEYAMA,Monthly total of  sunshine duration
Dec,174.7,2010,TATEYAMA,Monthly total of  sunshine duration
Jan,219.9,2011,TATEYAMA,Monthly total of  sunshine duration
Feb,130,2011,TATEYAMA,Monthly total of  sunshine duration
Mar,211.7,2011,TATEYAMA,Monthly total of  sunshine duration
Apr,228.9,2011,TATEYAMA,Monthly total of  sunshine duration
May,165.8,2011,TATEYAMA,Monthly total of  sunshine duration
Jun,111.9,2011,TATEYAMA,Monthly total of  sunshine duration
Jul,193.4,2011,TATEYAMA,Monthly total of  sunshine duration
Aug,233.5,2011,TATEYAMA,Monthly total of  sunshine duration
Sep,207.4,2011,TATEYAMA,Monthly total of  sunshine duration
Oct,139.2,2011,TATEYAMA,Monthly total of  sunshine duration
Nov,128.6,2011,TATEYAMA,Monthly total of  sunshine duration
Dec,160.4,2011,TATEYAMA,Monthly total of  sunshine duration
Jan,147.7,2012,TATEYAMA,Monthly total of  sunshine duration
Feb,121.6,2012,TATEYAMA,Monthly total of  sunshine duration
Mar,155.5,2012,TATEYAMA,Monthly total of  sunshine duration
Apr,171.4,2012,TATEYAMA,Monthly total of  sunshine duration
May,211.2,2012,TATEYAMA,Monthly total of  sunshine duration
Jun,124.9,2012,TATEYAMA,Monthly total of  sunshine duration
Jul,197.5,2012,TATEYAMA,Monthly total of  sunshine duration
Aug,256.6,2012,TATEYAMA,Monthly total of  sunshine duration
Sep,188,2012,TATEYAMA,Monthly total of  sunshine duration
Oct,164.9,2012,TATEYAMA,Monthly total of  sunshine duration
Nov,155.9,2012,TATEYAMA,Monthly total of  sunshine duration
Dec,163.9,2012,TATEYAMA,Monthly total of  sunshine duration
Jan,206.1,2013,TATEYAMA,Monthly total of  sunshine duration
Feb,133.1,2013,TATEYAMA,Monthly total of  sunshine duration
Mar,188.7,2013,TATEYAMA,Monthly total of  sunshine duration
Apr,201.5,2013,TATEYAMA,Monthly total of  sunshine duration
May,220.2,2013,TATEYAMA,Monthly total of  sunshine duration
Jun,110.5,2013,TATEYAMA,Monthly total of  sunshine duration
Jul,187.9,2013,TATEYAMA,Monthly total of  sunshine duration
Aug,254.1,2013,TATEYAMA,Monthly total of  sunshine duration
Sep,186.6,2013,TATEYAMA,Monthly total of  sunshine duration
Oct,129.8,2013,TATEYAMA,Monthly total of  sunshine duration
Nov,174.3,2013,TATEYAMA,Monthly total of  sunshine duration
Dec,181.2,2013,TATEYAMA,Monthly total of  sunshine duration
Jan,210.7,2014,TATEYAMA,Monthly total of  sunshine duration
Feb,119.8,2014,TATEYAMA,Monthly total of  sunshine duration
Mar,179,2014,TATEYAMA,Monthly total of  sunshine duration
Apr,190.9,2014,TATEYAMA,Monthly total of  sunshine duration
May,248.4,2014,TATEYAMA,Monthly total of  sunshine duration
Jun,158.7,2014,TATEYAMA,Monthly total of  sunshine duration
Jul,203.5,2014,TATEYAMA,Monthly total of  sunshine duration
Aug,212.8,2014,TATEYAMA,Monthly total of  sunshine duration
Sep,180.1,2014,TATEYAMA,Monthly total of  sunshine duration
Oct,141.2,2014,TATEYAMA,Monthly total of  sunshine duration
Nov,137,2014,TATEYAMA,Monthly total of  sunshine duration
Dec,195.3,2014,TATEYAMA,Monthly total of  sunshine duration
Jan,172.4,2015,TATEYAMA,Monthly total of  sunshine duration
Feb,166.7,2015,TATEYAMA,Monthly total of  sunshine duration
Mar,198.7,2015,TATEYAMA,Monthly total of  sunshine duration
Apr,129.8,2015,TATEYAMA,Monthly total of  sunshine duration
May,179.1,2015,TATEYAMA,Monthly total of  sunshine duration
Jun,134.1,2015,TATEYAMA,Monthly total of  sunshine duration
Jul,207.6,2015,TATEYAMA,Monthly total of  sunshine duration
Aug,196.9,2015,TATEYAMA,Monthly total of  sunshine duration
Sep,129,2015,TATEYAMA,Monthly total of  sunshine duration
Oct,185.4,2015,TATEYAMA,Monthly total of  sunshine duration
Nov,125.1,2015,TATEYAMA,Monthly total of  sunshine duration
Dec,147,2015,TATEYAMA,Monthly total of  sunshine duration
Jan,127.5,2009,TATEYAMA,Monthly total precipitation
Feb,66,2009,TATEYAMA,Monthly total precipitation
Mar,150,2009,TATEYAMA,Monthly total precipitation
Apr,121.5,2009,TATEYAMA,Monthly total precipitation
May,190,2009,TATEYAMA,Monthly total precipitation
Jun,224.5,2009,TATEYAMA,Monthly total precipitation
Jul,141,2009,TATEYAMA,Monthly total precipitation
Aug,185,2009,TATEYAMA,Monthly total precipitation
Sep,79,2009,TATEYAMA,Monthly total precipitation
Oct,216.5,2009,TATEYAMA,Monthly total precipitation
Nov,232,2009,TATEYAMA,Monthly total precipitation
Dec,139.5,2009,TATEYAMA,Monthly total precipitation
Jan,40.5,2010,TATEYAMA,Monthly total precipitation
Feb,138.5,2010,TATEYAMA,Monthly total precipitation
Mar,186.5,2010,TATEYAMA,Monthly total precipitation
Apr,320.5,2010,TATEYAMA,Monthly total precipitation
May,103.5,2010,TATEYAMA,Monthly total precipitation
Jun,153.5,2010,TATEYAMA,Monthly total precipitation
Jul,206,2010,TATEYAMA,Monthly total precipitation
Aug,46.5,2010,TATEYAMA,Monthly total precipitation
Sep,268,2010,TATEYAMA,Monthly total precipitation
Oct,333,2010,TATEYAMA,Monthly total precipitation
Nov,163,2010,TATEYAMA,Monthly total precipitation
Dec,120.5,2010,TATEYAMA,Monthly total precipitation
Jan,1,2011,TATEYAMA,Monthly total precipitation
Feb,138,2011,TATEYAMA,Monthly total precipitation
Mar,75.5,2011,TATEYAMA,Monthly total precipitation
Apr,103.5,2011,TATEYAMA,Monthly total precipitation
May,228,2011,TATEYAMA,Monthly total precipitation
Jun,136,2011,TATEYAMA,Monthly total precipitation
Jul,108.5,2011,TATEYAMA,Monthly total precipitation
Aug,58,2011,TATEYAMA,Monthly total precipitation
Sep,135,2011,TATEYAMA,Monthly total precipitation
Oct,292,2011,TATEYAMA,Monthly total precipitation
Nov,152,2011,TATEYAMA,Monthly total precipitation
Dec,143.5,2011,TATEYAMA,Monthly total precipitation
Jan,54.5,2012,TATEYAMA,Monthly total precipitation
Feb,144,2012,TATEYAMA,Monthly total precipitation
Mar,189.5,2012,TATEYAMA,Monthly total precipitation
Apr,190,2012,TATEYAMA,Monthly total precipitation
May,170,2012,TATEYAMA,Monthly total precipitation
Jun,174,2012,TATEYAMA,Monthly total precipitation
Jul,105.5,2012,TATEYAMA,Monthly total precipitation
Aug,6,2012,TATEYAMA,Monthly total precipitation
Sep,156,2012,TATEYAMA,Monthly total precipitation
Oct,302,2012,TATEYAMA,Monthly total precipitation
Nov,222.5,2012,TATEYAMA,Monthly total precipitation
Dec,140,2012,TATEYAMA,Monthly total precipitation
Jan,72.5,2013,TATEYAMA,Monthly total precipitation
Feb,137.5,2013,TATEYAMA,Monthly total precipitation
Mar,67,2013,TATEYAMA,Monthly total precipitation
Apr,208.5,2013,TATEYAMA,Monthly total precipitation
May,110,2013,TATEYAMA,Monthly total precipitation
Jun,212.5,2013,TATEYAMA,Monthly total precipitation
Jul,52.5,2013,TATEYAMA,Monthly total precipitation
Aug,30.5,2013,TATEYAMA,Monthly total precipitation
Sep,163,2013,TATEYAMA,Monthly total precipitation
Oct,494,2013,TATEYAMA,Monthly total precipitation
Nov,99,2013,TATEYAMA,Monthly total precipitation
Dec,65.5,2013,TATEYAMA,Monthly total precipitation
Jan,87.5,2014,TATEYAMA,Monthly total precipitation
Feb,125,2014,TATEYAMA,Monthly total precipitation
Mar,164,2014,TATEYAMA,Monthly total precipitation
Apr,178.5,2014,TATEYAMA,Monthly total precipitation
May,170.5,2014,TATEYAMA,Monthly total precipitation
Jun,304.5,2014,TATEYAMA,Monthly total precipitation
Jul,49,2014,TATEYAMA,Monthly total precipitation
Aug,62,2014,TATEYAMA,Monthly total precipitation
Sep,138.5,2014,TATEYAMA,Monthly total precipitation
Oct,315.5,2014,TATEYAMA,Monthly total precipitation
Nov,63.5,2014,TATEYAMA,Monthly total precipitation
Dec,156,2014,TATEYAMA,Monthly total precipitation
Jan,120.5,2015,TATEYAMA,Monthly total precipitation
Feb,91.5,2015,TATEYAMA,Monthly total precipitation
Mar,194.5,2015,TATEYAMA,Monthly total precipitation
Apr,159.5,2015,TATEYAMA,Monthly total precipitation
May,80,2015,TATEYAMA,Monthly total precipitation
Jun,207,2015,TATEYAMA,Monthly total precipitation
Jul,283.5,2015,TATEYAMA,Monthly total precipitation
Aug,215.5,2015,TATEYAMA,Monthly total precipitation
Sep,440.5,2015,TATEYAMA,Monthly total precipitation
Oct,84.5,2015,TATEYAMA,Monthly total precipitation
Nov,229,2015,TATEYAMA,Monthly total precipitation
Dec,96.5,2015,TATEYAMA,Monthly total precipitation
Jan,NA,2009,TATEYAMA,Monthly total of snowfall depth
Feb,NA,2009,TATEYAMA,Monthly total of snowfall depth
Mar,NA,2009,TATEYAMA,Monthly total of snowfall depth
Apr,NA,2009,TATEYAMA,Monthly total of snowfall depth
May,NA,2009,TATEYAMA,Monthly total of snowfall depth
Jun,NA,2009,TATEYAMA,Monthly total of snowfall depth
Jul,NA,2009,TATEYAMA,Monthly total of snowfall depth
Aug,NA,2009,TATEYAMA,Monthly total of snowfall depth
Sep,NA,2009,TATEYAMA,Monthly total of snowfall depth
Oct,NA,2009,TATEYAMA,Monthly total of snowfall depth
Nov,NA,2009,TATEYAMA,Monthly total of snowfall depth
Dec,NA,2009,TATEYAMA,Monthly total of snowfall depth
Jan,NA,2010,TATEYAMA,Monthly total of snowfall depth
Feb,NA,2010,TATEYAMA,Monthly total of snowfall depth
Mar,NA,2010,TATEYAMA,Monthly total of snowfall depth
Apr,NA,2010,TATEYAMA,Monthly total of snowfall depth
May,NA,2010,TATEYAMA,Monthly total of snowfall depth
Jun,NA,2010,TATEYAMA,Monthly total of snowfall depth
Jul,NA,2010,TATEYAMA,Monthly total of snowfall depth
Aug,NA,2010,TATEYAMA,Monthly total of snowfall depth
Sep,NA,2010,TATEYAMA,Monthly total of snowfall depth
Oct,NA,2010,TATEYAMA,Monthly total of snowfall depth
Nov,NA,2010,TATEYAMA,Monthly total of snowfall depth
Dec,NA,2010,TATEYAMA,Monthly total of snowfall depth
Jan,NA,2011,TATEYAMA,Monthly total of snowfall depth
Feb,NA,2011,TATEYAMA,Monthly total of snowfall depth
Mar,NA,2011,TATEYAMA,Monthly total of snowfall depth
Apr,NA,2011,TATEYAMA,Monthly total of snowfall depth
May,NA,2011,TATEYAMA,Monthly total of snowfall depth
Jun,NA,2011,TATEYAMA,Monthly total of snowfall depth
Jul,NA,2011,TATEYAMA,Monthly total of snowfall depth
Aug,NA,2011,TATEYAMA,Monthly total of snowfall depth
Sep,NA,2011,TATEYAMA,Monthly total of snowfall depth
Oct,NA,2011,TATEYAMA,Monthly total of snowfall depth
Nov,NA,2011,TATEYAMA,Monthly total of snowfall depth
Dec,NA,2011,TATEYAMA,Monthly total of snowfall depth
Jan,NA,2012,TATEYAMA,Monthly total of snowfall depth
Feb,NA,2012,TATEYAMA,Monthly total of snowfall depth
Mar,NA,2012,TATEYAMA,Monthly total of snowfall depth
Apr,NA,2012,TATEYAMA,Monthly total of snowfall depth
May,NA,2012,TATEYAMA,Monthly total of snowfall depth
Jun,NA,2012,TATEYAMA,Monthly total of snowfall depth
Jul,NA,2012,TATEYAMA,Monthly total of snowfall depth
Aug,NA,2012,TATEYAMA,Monthly total of snowfall depth
Sep,NA,2012,TATEYAMA,Monthly total of snowfall depth
Oct,NA,2012,TATEYAMA,Monthly total of snowfall depth
Nov,NA,2012,TATEYAMA,Monthly total of snowfall depth
Dec,NA,2012,TATEYAMA,Monthly total of snowfall depth
Jan,NA,2013,TATEYAMA,Monthly total of snowfall depth
Feb,NA,2013,TATEYAMA,Monthly total of snowfall depth
Mar,NA,2013,TATEYAMA,Monthly total of snowfall depth
Apr,NA,2013,TATEYAMA,Monthly total of snowfall depth
May,NA,2013,TATEYAMA,Monthly total of snowfall depth
Jun,NA,2013,TATEYAMA,Monthly total of snowfall depth
Jul,NA,2013,TATEYAMA,Monthly total of snowfall depth
Aug,NA,2013,TATEYAMA,Monthly total of snowfall depth
Sep,NA,2013,TATEYAMA,Monthly total of snowfall depth
Oct,NA,2013,TATEYAMA,Monthly total of snowfall depth
Nov,NA,2013,TATEYAMA,Monthly total of snowfall depth
Dec,NA,2013,TATEYAMA,Monthly total of snowfall depth
Jan,NA,2014,TATEYAMA,Monthly total of snowfall depth
Feb,NA,2014,TATEYAMA,Monthly total of snowfall depth
Mar,NA,2014,TATEYAMA,Monthly total of snowfall depth
Apr,NA,2014,TATEYAMA,Monthly total of snowfall depth
May,NA,2014,TATEYAMA,Monthly total of snowfall depth
Jun,NA,2014,TATEYAMA,Monthly total of snowfall depth
Jul,NA,2014,TATEYAMA,Monthly total of snowfall depth
Aug,NA,2014,TATEYAMA,Monthly total of snowfall depth
Sep,NA,2014,TATEYAMA,Monthly total of snowfall depth
Oct,NA,2014,TATEYAMA,Monthly total of snowfall depth
Nov,NA,2014,TATEYAMA,Monthly total of snowfall depth
Dec,NA,2014,TATEYAMA,Monthly total of snowfall depth
Jan,NA,2015,TATEYAMA,Monthly total of snowfall depth
Feb,NA,2015,TATEYAMA,Monthly total of snowfall depth
Mar,NA,2015,TATEYAMA,Monthly total of snowfall depth
Apr,NA,2015,TATEYAMA,Monthly total of snowfall depth
May,NA,2015,TATEYAMA,Monthly total of snowfall depth
Jun,NA,2015,TATEYAMA,Monthly total of snowfall depth
Jul,NA,2015,TATEYAMA,Monthly total of snowfall depth
Aug,NA,2015,TATEYAMA,Monthly total of snowfall depth
Sep,NA,2015,TATEYAMA,Monthly total of snowfall depth
Oct,NA,2015,TATEYAMA,Monthly total of snowfall depth
Nov,NA,2015,TATEYAMA,Monthly total of snowfall depth
Dec,NA,2015,TATEYAMA,Monthly total of snowfall depth
Jan,7.4,2009,KATSUURA,Monthly mean air temperature
Feb,8.4,2009,KATSUURA,Monthly mean air temperature
Mar,9.8,2009,KATSUURA,Monthly mean air temperature
Apr,14.7,2009,KATSUURA,Monthly mean air temperature
May,18.8,2009,KATSUURA,Monthly mean air temperature
Jun,20.8,2009,KATSUURA,Monthly mean air temperature
Jul,23.3,2009,KATSUURA,Monthly mean air temperature
Aug,25.1,2009,KATSUURA,Monthly mean air temperature
Sep,22,2009,KATSUURA,Monthly mean air temperature
Oct,18.3,2009,KATSUURA,Monthly mean air temperature
Nov,13.9,2009,KATSUURA,Monthly mean air temperature
Dec,9.5,2009,KATSUURA,Monthly mean air temperature
Jan,7.5,2010,KATSUURA,Monthly mean air temperature
Feb,7,2010,KATSUURA,Monthly mean air temperature
Mar,9.4,2010,KATSUURA,Monthly mean air temperature
Apr,12.6,2010,KATSUURA,Monthly mean air temperature
May,17.5,2010,KATSUURA,Monthly mean air temperature
Jun,20.9,2010,KATSUURA,Monthly mean air temperature
Jul,24.1,2010,KATSUURA,Monthly mean air temperature
Aug,27,2010,KATSUURA,Monthly mean air temperature
Sep,24.4,2010,KATSUURA,Monthly mean air temperature
Oct,19,2010,KATSUURA,Monthly mean air temperature
Nov,14.1,2010,KATSUURA,Monthly mean air temperature
Dec,11,2010,KATSUURA,Monthly mean air temperature
Jan,5.5,2011,KATSUURA,Monthly mean air temperature
Feb,7.9,2011,KATSUURA,Monthly mean air temperature
Mar,8.3,2011,KATSUURA,Monthly mean air temperature
Apr,14,2011,KATSUURA,Monthly mean air temperature
May,17.3,2011,KATSUURA,Monthly mean air temperature
Jun,21.1,2011,KATSUURA,Monthly mean air temperature
Jul,24.3,2011,KATSUURA,Monthly mean air temperature
Aug,26,2011,KATSUURA,Monthly mean air temperature
Sep,24.7,2011,KATSUURA,Monthly mean air temperature
Oct,19,2011,KATSUURA,Monthly mean air temperature
Nov,15.2,2011,KATSUURA,Monthly mean air temperature
Dec,7.9,2011,KATSUURA,Monthly mean air temperature
Jan,5,2012,KATSUURA,Monthly mean air temperature
Feb,5.9,2012,KATSUURA,Monthly mean air temperature
Mar,9.5,2012,KATSUURA,Monthly mean air temperature
Apr,14,2012,KATSUURA,Monthly mean air temperature
May,18.5,2012,KATSUURA,Monthly mean air temperature
Jun,19.9,2012,KATSUURA,Monthly mean air temperature
Jul,23.8,2012,KATSUURA,Monthly mean air temperature
Aug,26.9,2012,KATSUURA,Monthly mean air temperature
Sep,24.9,2012,KATSUURA,Monthly mean air temperature
Oct,19.1,2012,KATSUURA,Monthly mean air temperature
Nov,13.5,2012,KATSUURA,Monthly mean air temperature
Dec,8.2,2012,KATSUURA,Monthly mean air temperature
Jan,5.8,2013,KATSUURA,Monthly mean air temperature
Feb,6.4,2013,KATSUURA,Monthly mean air temperature
Mar,12.1,2013,KATSUURA,Monthly mean air temperature
Apr,14.6,2013,KATSUURA,Monthly mean air temperature
May,17.7,2013,KATSUURA,Monthly mean air temperature
Jun,21.1,2013,KATSUURA,Monthly mean air temperature
Jul,24.4,2013,KATSUURA,Monthly mean air temperature
Aug,26.7,2013,KATSUURA,Monthly mean air temperature
Sep,23.9,2013,KATSUURA,Monthly mean air temperature
Oct,19.7,2013,KATSUURA,Monthly mean air temperature
Nov,13.6,2013,KATSUURA,Monthly mean air temperature
Dec,8.4,2013,KATSUURA,Monthly mean air temperature
Jan,7.1,2014,KATSUURA,Monthly mean air temperature
Feb,6.4,2014,KATSUURA,Monthly mean air temperature
Mar,10.6,2014,KATSUURA,Monthly mean air temperature
Apr,14,2014,KATSUURA,Monthly mean air temperature
May,18.4,2014,KATSUURA,Monthly mean air temperature
Jun,21.5,2014,KATSUURA,Monthly mean air temperature
Jul,24.4,2014,KATSUURA,Monthly mean air temperature
Aug,25,2014,KATSUURA,Monthly mean air temperature
Sep,22.3,2014,KATSUURA,Monthly mean air temperature
Oct,19.2,2014,KATSUURA,Monthly mean air temperature
Nov,14.8,2014,KATSUURA,Monthly mean air temperature
Dec,8.5,2014,KATSUURA,Monthly mean air temperature
Jan,6.8,2015,KATSUURA,Monthly mean air temperature
Feb,6.8,2015,KATSUURA,Monthly mean air temperature
Mar,10.8,2015,KATSUURA,Monthly mean air temperature
Apr,14.1,2015,KATSUURA,Monthly mean air temperature
May,19.3,2015,KATSUURA,Monthly mean air temperature
Jun,21,2015,KATSUURA,Monthly mean air temperature
Jul,23.3,2015,KATSUURA,Monthly mean air temperature
Aug,25.6,2015,KATSUURA,Monthly mean air temperature
Sep,23.1,2015,KATSUURA,Monthly mean air temperature
Oct,19,2015,KATSUURA,Monthly mean air temperature
Nov,15.2,2015,KATSUURA,Monthly mean air temperature
Dec,10.8,2015,KATSUURA,Monthly mean air temperature
Jan,11.3,2009,KATSUURA,Monthly mean daily maximum temperature
Feb,12.5,2009,KATSUURA,Monthly mean daily maximum temperature
Mar,13.6,2009,KATSUURA,Monthly mean daily maximum temperature
Apr,18.4,2009,KATSUURA,Monthly mean daily maximum temperature
May,21.5,2009,KATSUURA,Monthly mean daily maximum temperature
Jun,23.7,2009,KATSUURA,Monthly mean daily maximum temperature
Jul,25.8,2009,KATSUURA,Monthly mean daily maximum temperature
Aug,28.4,2009,KATSUURA,Monthly mean daily maximum temperature
Sep,25.7,2009,KATSUURA,Monthly mean daily maximum temperature
Oct,21.8,2009,KATSUURA,Monthly mean daily maximum temperature
Nov,17.6,2009,KATSUURA,Monthly mean daily maximum temperature
Dec,13.4,2009,KATSUURA,Monthly mean daily maximum temperature
Jan,11.9,2010,KATSUURA,Monthly mean daily maximum temperature
Feb,10.8,2010,KATSUURA,Monthly mean daily maximum temperature
Mar,13.1,2010,KATSUURA,Monthly mean daily maximum temperature
Apr,16.2,2010,KATSUURA,Monthly mean daily maximum temperature
May,20.5,2010,KATSUURA,Monthly mean daily maximum temperature
Jun,23.8,2010,KATSUURA,Monthly mean daily maximum temperature
Jul,26.7,2010,KATSUURA,Monthly mean daily maximum temperature
Aug,29.9,2010,KATSUURA,Monthly mean daily maximum temperature
Sep,27.7,2010,KATSUURA,Monthly mean daily maximum temperature
Oct,22.2,2010,KATSUURA,Monthly mean daily maximum temperature
Nov,18.3,2010,KATSUURA,Monthly mean daily maximum temperature
Dec,14.9,2010,KATSUURA,Monthly mean daily maximum temperature
Jan,10.3,2011,KATSUURA,Monthly mean daily maximum temperature
Feb,11.9,2011,KATSUURA,Monthly mean daily maximum temperature
Mar,12.5,2011,KATSUURA,Monthly mean daily maximum temperature
Apr,17.1,2011,KATSUURA,Monthly mean daily maximum temperature
May,20.2,2011,KATSUURA,Monthly mean daily maximum temperature
Jun,23.9,2011,KATSUURA,Monthly mean daily maximum temperature
Jul,27.1,2011,KATSUURA,Monthly mean daily maximum temperature
Aug,29.3,2011,KATSUURA,Monthly mean daily maximum temperature
Sep,27.9,2011,KATSUURA,Monthly mean daily maximum temperature
Oct,22.4,2011,KATSUURA,Monthly mean daily maximum temperature
Nov,18.8,2011,KATSUURA,Monthly mean daily maximum temperature
Dec,12.3,2011,KATSUURA,Monthly mean daily maximum temperature
Jan,9.1,2012,KATSUURA,Monthly mean daily maximum temperature
Feb,10.2,2012,KATSUURA,Monthly mean daily maximum temperature
Mar,13.6,2012,KATSUURA,Monthly mean daily maximum temperature
Apr,17.5,2012,KATSUURA,Monthly mean daily maximum temperature
May,21.9,2012,KATSUURA,Monthly mean daily maximum temperature
Jun,22.9,2012,KATSUURA,Monthly mean daily maximum temperature
Jul,26.6,2012,KATSUURA,Monthly mean daily maximum temperature
Aug,30.2,2012,KATSUURA,Monthly mean daily maximum temperature
Sep,28,2012,KATSUURA,Monthly mean daily maximum temperature
Oct,22.9,2012,KATSUURA,Monthly mean daily maximum temperature
Nov,17.5,2012,KATSUURA,Monthly mean daily maximum temperature
Dec,12.7,2012,KATSUURA,Monthly mean daily maximum temperature
Jan,10.6,2013,KATSUURA,Monthly mean daily maximum temperature
Feb,10.9,2013,KATSUURA,Monthly mean daily maximum temperature
Mar,15.8,2013,KATSUURA,Monthly mean daily maximum temperature
Apr,17.9,2013,KATSUURA,Monthly mean daily maximum temperature
May,20.9,2013,KATSUURA,Monthly mean daily maximum temperature
Jun,24.1,2013,KATSUURA,Monthly mean daily maximum temperature
Jul,27.3,2013,KATSUURA,Monthly mean daily maximum temperature
Aug,30.1,2013,KATSUURA,Monthly mean daily maximum temperature
